"Title","Explosive_List_Corrected","Year","Country"
"INFLUENCE OF DIFFERENT GASES ON THE PERFORMANCE OF GAS STORAGE GLASS MICROBALLOONS IN EMULSION EXPLOSIVES","",2020,"China"
"INFLUENCE OF DISORDERED COVER ON CASCADE MECHANISM OF MEDIUM RESPONSE SPECTRUM BROADENING AT THZ TDS OF SUBSTANCE","",2016,"Russia"
"INFLUENCE OF EXPLOSIVE CHARGE DIAMETER ON THE DETONATION VELOCITY BASED ON EMULINIT 7L AND 8L BULK EMULSION EXPLOSIVES","",2018,"Poland"
"INFLUENCE OF GAS MODIFIERS ON THE TIMS ANALYSIS OF FAMILIAR EXPLOSIVES","",2019,"USA"
"INFLUENCE OF METAL SUBSTRATES ON THE DETECTION OF EXPLOSIVE RESIDUES WITH LASER INDUCED BREAKDOWN SPECTROSCOPY","Composition B;Cyclotrimethylene-Trinitramine (RDX);",2013,"USA"
"INFLUENCE OF PH ON 2 4 6 TRINITROTOLUENE DEGRADATION BY YARROWIA LIPOLYTICA","2,4,6-Trinitrotoluene (TNT)",2010,"USA,Russia"
"INFLUENCE OF SCATTERING PARTICLE ON TIME SPECTRA IN EXPLOSIVE DETECTION","",2010,"China"
"INFLUENCE OF SOIL TYPE ON CHEMIRESISTIVE DETECTION OF BURIED ANFO","",2022,"UK"
"INFLUENCE OF SPECTRAL RESOLUTION SPECTRAL RANGE AND SIGNAL TO NOISE RATIO OF FOURIER TRANSFORM INFRA RED SPECTRA ON IDENTIFICATION OF HIGH EXPLOSIVE SUBSTANCES","",2018,"Singapore"
"INFLUENCE OF TAILORED CUO AND AL CUO NANOTHERMITES ON THE THERMOCATALYTIC DEGRADATION OF NITROCELLULOSE AND COMBUSTION PERFORMANCE OF AP HTPB COMPOSITE PROPELLANT","Nitrocellulose (NC);Thermite",2021,"China"
"INFLUENCE OF THE CONCRETE DIF MODEL ON THE NUMERICAL PREDICTIONS OF RC WALL RESPONSES TO BLAST LOADINGS","2,4,6-Trinitrotoluene (TNT);",2014,"Australia"
"INFLUENCE OF THE GRAIN SIZE OF HIGH EXPLOSIVES ON THE DURATION OF A HIGH CONDUCTIVITY ZONE AT THE DETONATION","",2019,"Russia"
"INFLUENCE OF VARIABLE SELECTION ON PARTIAL LEAST SQUARES DISCRIMINANT ANALYSIS MODELS FOR EXPLOSIVE RESIDUE CLASSIFICATION","",2011,"USA"
"INFLUENCE OF VENTING AREAS ON THE AIR BLAST PRESSURE INSIDE TUBULAR STRUCTURES LIKE RAILWAY CARRIAGES","",2010,"Germany,Italy"
"INFLUENCES OF PARTICLE SIZE AND CONTENT OF HMX ON BURNING CHARACTERISTICS OF HMX BASED PROPELLANT","Cyclotetramethylene-Tetranitramine (HMX)",2013,"Japan"
"INFRARED CROSS SECTIONS OF NITRO DERIVATIVE VAPORS NEW SPECTROSCOPIC SIGNATURES OF EXPLOSIVETAGGANTS AND DEGRADATION PRODUCTS","",2015,NA
"INFRARED IRRADIANCE REDUCTION IN MINIMUM SMOKE PROPELLANTS BY ADDITION OF POTASSIUM SALT","Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2015,"Korea South"
"INFRARED PROPERTIES OF THREE PLASTIC BONDED EXPLOSIVE BINDERS","",2017,"USA"
"INHIBITION EFFECT OF AMMONIUM DIHYDROGEN PHOSPHATE ON THE THERMAL DECOMPOSITION CHARACTERISTICS AND THERMAL SENSITIVITY OF AMMONIUM NITRATE","Ammonium Nitrate (AN)",2018,"China,USA"
"INHIBITORY CONTROL IMPORTANT TRAIT FOR EXPLOSIVE DETECTION PERFORMANCE IN POLICE DOGS","",2020,"Finland"
"INITIAL EVALUATION OF A PULSED WHITE SPECTRUM NEUTRON GENERATOR FOR EXPLOSIVE DETECTION","",2009,"USA"
"INITIAL PREDICTORS ASSOCIATED WITH OUTCOME IN INJURED MULTIPLE TRAUMATIC LIMB AMPUTATIONS A KANDAHAR BASED COMBAT HOSPITAL EXPERIENCE","",2012,"USA,Italy,Canada"
"INITIATION AND OVERDRIVEN DETONATION OF HIGH EXPLOSIVES USING MULTIPOINT INITIATION","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);",2019,"China"
"INITIATION OF INSENSITIVE HIGH EXPLOSIVES USING MULTIPLE WAVE INTERACTIONS","",2018,"USA"
"INITIATION OF SOLID EXPLOSIVES BY LASER","Lead Azide;",2011,"Egypt"
"INJURIES AND DEATHS DUE TO VICTIM ACTIVATED IMPROVISED EXPLOSIVE DEVICES LANDMINES AND OTHER EXPLOSIVE REMNANTS OF WAR IN NEPAL","",2011,"USA,Nepal"
"INJURIES FROM ROADSIDE IMPROVISED EXPLOSIVE DEVICES","",2008,"UK"
"INKJET PRINTED SILVER NANOPARTICLE PAPER DETECTS AIRBORNE SPECIES FROM CRYSTALLINE EXPLOSIVES AND THEIR ULTRATRACE RESIDUES IN OPEN ENVIRONMENT","2,4,6-Trinitrotoluene (TNT);Nitroglycerin (NG);",2014,"China"
"INNER FILTER EFFECT BASED SELECTIVE DETECTION OF NITROEXPLOSIVE PICRIC ACID IN AQUEOUS SOLUTION AND SOLID SUPPORT USING CONJUGATED POLYMER","Picric Acid (PA)",2016,"India"
"INORGANIC OXIDIZER DETECTION FROM PROPELLANTS PYROTECHNICS AND HOMEMADE EXPLOSIVE POWDERS USING GRADIENT ELUTION MOVING BOUNDARY ELECTROPHORESIS","Ammonium Nitrate (AN);Black Powder;Potassium Chlorate;",2021,"USA"
"INSENSITIVE HIGH EXPLOSIVES III NITROGUANIDINE SYNTHESIS STRUCTURE SPECTROSCOPY SENSITIVENESS","1,1-Diamino-2,2-Dinitroethylene (FOX-7);1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);Guanylureadinitramide (FOX-12);Nitroglycerin (NG);",2019,"Germany"
"INSENSITIVE HIGH EXPLOSIVES III NITROGUANIDINE Ð SYNTHESIS Ð STRUCTURE Ð SPECTROSCOPY Ð SENSITIVENESS","1,1-Diamino-2,2-Dinitroethylene (FOX-7);1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);Guanylureadinitramide (FOX-12);Nitroglycerin (NG);",2019,"Germany"
"INSENSITIVE HIGH EXPLOSIVES IV NITROGUANIDINE INITIATION DETONATION","1,1-Diamino-2,2-Dinitroethylene (FOX-7);1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);2,4,6-Trinitrotoluene (TNT);3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Guanylureadinitramide (FOX-12);Nitroglycerin (NG);Nitrotoluene (NT);Pentaerythritol Tetranitrate (PETN);",2019,"Germany"
"INSENSITIVE HIGH EXPLOSIVES V BALLISTIC PROPERTIES AND VULNERABILITY OF NITROGUANIDINE BASED PROPELLANTS","1,3,3-Trinitroazetidine (TNAZ);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Guanylureadinitramide (FOX-12);Nitrocellulose (NC);Nitroglycerin (NG);Trinitroaniline (TNA);",2021,"Germany"
"INSTANT DETECTION AND IDENTIFICATION OF CONCEALED EXPLOSIVE RELATED COMPOUNDS INDUCED STOKES RAMAN VERSUS INFRARED","",2017,"Egypt"
"INSTANT DETECTION OF PICRIC ACID VAPOUR BY DEVELOPING LAYER BY LAYER POLYMER DETECTORS AND AN ELECTRONIC PROTOTYPE","Picric Acid (PA)",2015,"India"
"INSTANT IDENTIFICATION OF EXPLOSIVE MATERIAL LASER INDUCED PHOTOACOUSTIC SPECTROSCOPY VERSUS FOURIER TRANSFORM INFRARED","",2018,"Egypt"
"INSTANT VISUAL DETECTION OF TRINITROTOLUENE PARTICULATES ON VARIOUS SURFACES BY RATIOMETRIC FLUORESCENCE OF DUAL EMISSION QUANTUM DOTS HYBRID","2,4,6-Trinitrotoluene (TNT);Nitroglycerin (NG)",2011,"China"
"INSTANTANEOUS IDENTIFICATION OF HAZARDOUS EXPLOSIVE RELATED MATERIALS USING LASER INDUCED PHOTOACOUSTIC SPECTROSCOPY","Ammonium Nitrate (AN);Ammonium Perchlorate;Urea Nitrate;",2018,"Egypt"
"INSTANTANEOUS TRACE DETECTION OF NITRO EXPLOSIVES AND MIXTURES WITH NANOTEXTURED SILICON DECORATED WITH AG AU ALLOY NANOPARTICLES USING THE SERS TECHNIQUE","2,4-Dinitrotoluene (DNT);Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT);Picric Acid (PA);",2020,"India,China"
"INSTRUMENTATION FOR TRACE DETECTION OF HIGH EXPLOSIVES","",2004,NA
"INTEGRATED EXPLOSIVE PRECONCENTRATOR AND ELECTROCHEMICAL DETECTION SYSTEM FOR 2 4 6 TRINITROTOLUENE TNT VAPOR","2,4,6-Trinitrotoluene (TNT)",2010,"USA,Thailand"
"INTEGRATED IMPACTOR DETECTOR FOR A HIGH THROUGHPUT EXPLOSIVE TRACE DETECTION PORTAL","",2013,"USA"
"INTEGRATED INSTRUMENTATION FOR COMBINED LASER INDUCED BREAKDOWN AND RAMAN SPECTROSCOPY","",2019,"China"
"INTEGRATED LASER SENSOR ILS FOR REMOTE SURFACE ANALYSIS APPLICATION FOR DETECTING EXPLOSIVES IN FINGERPRINTS","",2019,"Italy"
"INTEGRATED PATH DIAL FOR STANDOFF DETECTION OF ACETONE VAPORS UNDER TOPOGRAPHIC TARGET CONDITION","",2021,"India"
"INTEGRATION OF BIOMOLECULAR RECOGNITION ELEMENTS WITH SOLID STATE NANO DEVICES FOR CHEMICAL SENSORS WITH SPECIFICITY","",2019,NA
"INTENSE PHOTONEUTRON SOURCES FOR NUCLEAR MATERIAL DETECTION","",2011,"USA"
"INTERACTION BETWEEN A STEADY DETONATION WAVE IN NITROMETHANE AND GEOMETRICAL COMPLEX CONFINEMENT DEFECTS","Nitromethane (NM)",2007,"France"
"INTERACTION OF LASER RADIATION WITH EXPLOSIVES APPLICATIONS AND PERSPECTIVES","",2019,"Russia"
"INTERACTION OF SOIL WATER AND TNT DURING DEGRADATION OF TNT ON CONTAMINATED SOIL USING SUBCRITICAL WATER","2,4,6-Trinitrotoluene (TNT)",2008,"Greece,USA,UK"
"INTERACTION POTENTIAL FOR ATOMIC SIMULATIONS OF CONVENTIONAL HIGH EXPLOSIVES","Composition A;",2008,"USA"
"INTERACTIONS AND PHYSICAL PROPERTIES OF ENERGETIC POLY PHTHALAZINONE ETHER SULFONE KETONES PPESKS AND HEXANITROHEXAAZAISOWURTZITANE CL 20 BASED POLYMER BONDED EXPLOSIVES A MOLECULAR DYNAMICS SIMULATIONS","Hexanitrohexaazaisowurtzitane (CL-20)",2019,"China"
"INTERACTIONS BETWEEN ACYCLIC CB N TYPE RECEPTORS AND NITRATED EXPLOSIVE MATERIALS","",2019,"China,USA"
"INTERFACING AN ION MOBILITY SPECTROMETRY BASED EXPLOSIVE TRACE DETECTOR TO A TRIPLE QUADRUPOLE MASS SPECTROMETER","2,4,6-Trinitrotoluene (TNT);Nitroglycerin (NG);",2011,"USA,Canada"
"INTERMOLECULAR INTERACTIONS THERMODYNAMIC PROPERTIES CRYSTAL STRUCTURE AND DETONATION PERFORMANCE OF HMX NTO COCRYSTAL EXPLOSIVE","3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotetramethylene-Tetranitramine (HMX);Nitrotoluene (NT)",2013,"China"
"INTERNAL SEPARATION DISTANCES FOR UNDERGROUND EXPLOSIVES STORAGE IN HARD ROCK","",2009,"Singapore,Norway"
"INTERPENETRATED BINARY SUPRAMOLECULAR NANOFIBERS FOR SENSITIVE FLUORESCENCE DETECTION OF SIX CLASSES OF EXPLOSIVES","",2018,"China"
"INTERPRETING EXPERIMENTAL RESULTS FROM SHOCK IMPACTS ON SINGLE CRYSTAL PETN IN THE CONTEXT OF CONTINUUM MODELS","Pentaerythritol Tetranitrate (PETN)",2020,"USA"
"INTERPRETING THE NEAR INFRARED REGION OF EXPLOSIVES","Potassium Chlorate;Potassium Nitrate;Potassium Perchlorate;",2018,"Spain"
"INTERRUPTED ENERGY TRANSFER HIGHLY SELECTIVE DETECTION OF CYCLIC KETONES IN THE VAPOR PHASE","",2011,"USA"
"INTERSPECIFIC EFFECTS OF 4A DNT 4 AMINO 2 6 DINITROTOLUENE AND RDX 1 3 5 TRINITRO 1 3 5 TRIAZINE IN JAPANESE QUAIL NORTHERN BOBWHITE AND ZEBRA FINCH","Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT)",2013,"USA"
"INTRICACIES OF COMPARATIVE TESTING OF EXPLOSIVES DETECTORS AT THE ULTRA TRACE LEVEL","",2010,"USA"
"INTRODUCING LASER INDUCED BREAKDOWN SPECTROSCOPY LIBS AS A NOVEL CHEAP AND NON DESTRUCTIVE METHOD TO STUDY THE CHANGES OF MECHANICAL PROPERTIES OF PLASTIC BONDED EXPLOSIVES PBX","",2018,"Iran"
"INTRODUCTION OF ENERGETIC BIS 1 2 4 TRIAZOLES BRIDGES A STRATEGY TOWARDS ADVANCED HEAT RESISTANT EXPLOSIVES","Hexanitrostilbene (HNS);",2022,"China"
"INTRODUCTION TO FORENSIC SCIENCE AND CRIMINALISTICS SECOND EDITION","4,10-Dinitro-2,6,8,12-Tetraoxa-4,10-Diazawurtzitane (TEX);",2019,"USA"
"INVESTIGATING THE EFFECT OF CHANGING AMMUNITION ON THE COMPOSITION OF ORGANIC ADDITIVES IN GUNSHOT RESIDUE OGSR",";Nitroglycerin (NG)",2001,"USA"
"INVESTIGATING THE EFFECT OF CHEMICAL INGREDIENT MODIFICATIONS ON THE SLOW COOK OFF VIOLENCE OF AMMONIUM PERCHLORATE SOLID PROPELLANTS ON THE LABORATORY SCALE","Ammonium Perchlorate",2020,"USA"
"INVESTIGATING TNT LOSS BETWEEN SAMPLE COLLECTION AND ANALYSIS","2,4,6-Trinitrotoluene (TNT)",2017,"UK,Australia"
"INVESTIGATION INTO THE ENVIRONMENTAL FATE OF THE COMBINED INSENSITIVE HIGH EXPLOSIVE CONSTITUENTS 2 4 DINITROANISOLE DNAN 1 NITROGUANIDINE NQ AND NITROTRIAZOLONE NTO IN SOIL","2,4-Dinitroanisole (DNAN);3-Nitro-1,2,4-Triazol-5-One (NTO);Nitroguanidine (NQ);Nitrotoluene (NT)",2018,"UK"
"INVESTIGATION INTO THE INTERACTION OF DANTOCOL IN POLYMER BONDED EXPLOSIVES AND BONDING AGENT DEVELOPMENT","",2013,NA
"INVESTIGATION INTO THE TEMPERATURE ADAPTABILITY OF HNIW BASED PBXS","",2019,"China"
"INVESTIGATION OF 2 2 2 TRINITROETHYL NITROCARBAMATE AS A HIGH ENERGY DENSE OXIDIZER AND ITS MIXTURE WITH NITROCELLULOSE THERMAL BEHAVIOR AND DECOMPOSITION KINETICS","Nitrocellulose (NC);Nitroglycerin (NG)",2017,"Germany,Egypt"
"INVESTIGATION OF AGING CHARACTERISTICS IN EXPLOSIVE USING TERAHERTZ TIME DOMAIN SPECTROSCOPY","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);2,6-Diamino-3,5-Dinitropyrazine-1-Oxide (LLM-105);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2019,"China"
"INVESTIGATION OF BLAST PERFORMANCE AND SOLID RESIDUES FOR LAYERED THERMOBARIC CHARGES","2,4,6-Trinitrotoluene (TNT);Ammonium Perchlorate;Cyclotrimethylene-Trinitramine (RDX);",2014,"Poland"
"INVESTIGATION OF COMMON FLUOROPHORES FOR THE DETECTION OF NITRATED EXPLOSIVES BY FLUORESCENCE QUENCHING","Dinitrotoluene (DNT);Nitromethane (NM);Nitrotoluene (NT);",2008,"USA"
"INVESTIGATION OF CRYSTAL MORPHOLOGY AND SHOCK SENSITIVITY OF CYCLOTRIMETHYLENETRINITRAMINE SUSPENSION BY RHEOLOGY","Cyclotrimethylene-Trinitramine (RDX)",2015,"UK"
"INVESTIGATION OF CRYSTALLISATION CONDITIONS TO PRODUCE CL 20 HMX COCRYSTAL FOR POLYMER BONDED EXPLOSIVES","Cyclotetramethylene-Tetranitramine (HMX);Hexanitrohexaazaisowurtzitane (CL-20)",2019,"Germany"
"INVESTIGATION OF DETONATION CHARACTERISTICS OF DADNE BASED PHLEGMATIZED EXPLOSIVES",";1,1-Diamino-2,2-Dinitroethylene (FOX-7)",2010,NA
"INVESTIGATION OF EXPLOSIVES AND RELATED COMPOUNDS USING TERAHERTZ SPECTROSCOPY AND SOLID STATE DENSITY FUNCTIONAL THEORY","",2012,NA
"INVESTIGATION OF GAS PHASE EXPLOSIONS IN BUILDINGS","",2011,NA
"INVESTIGATION OF HMX BASED NANOCOMPOSITES","Cyclotetramethylene-Tetranitramine (HMX)",2015,"USA"
"INVESTIGATION OF INTRAMOLECULAR INTERACTIONS IN THE CRYSTALS OF TETRAZENE EXPLOSIVE AND ITS SALTS","Tetrazene",2021,"Czech Republic"
"INVESTIGATION OF ISOTOPIC LINKAGE BETWEEN PRECURSOR AND PRODUCT IN THE SYNTHESIS OF A HIGH EXPLOSIVE","Cyclotrimethylene-Trinitramine (RDX);",2008,"UK"
"INVESTIGATION OF ISOTOPIC LINKAGES BETWEEN PRECURSOR MATERIALS AND THE IMPROVISED HIGH EXPLOSIVE PRODUCT HEXAMETHYLENE TRIPEROXIDE DIAMINE","Hexamethylene Triperoxide Diamine (HMTD)",2012,"UK,Netherlands"
"INVESTIGATION OF OMBUSTION AND THERMAL ANALYSIS OF AMMONIUM NITRATE WITH CARBONACEOUS MATERIALS","Ammonium Nitrate (AN)",2016,"Kazakhstan,Japan,USA"
"INVESTIGATION OF PIPE BOMBS","Black Powder;Dynamite;Lead Azide;Triacetone Triperoxide (TATP);",2011,"USA,Canada"
"INVESTIGATION OF QCM SENSORS WITH AZOBENZENE FUNCTIONALIZED COATINGS FOR THE DETECTION OF NITROAROMATICS","2,4-Dinitrotoluene (DNT);Dinitrotoluene (DNT);Nitrotoluene (NT);",2011,"USA"
"INVESTIGATION OF SOLID CARBON BLACKS USING PULSED PHOTOACOUSTIC AND DOUBLE RESONANT RAMAN SPECTROSCOPY FOR THE IDENTIFICATION OF TRINITROTOLUENE","2,4,6-Trinitrotoluene (TNT)",2016,"India,Yemen"
"INVESTIGATION OF STANDOFF EXPLOSIVES DETECTION VIA PHOTOTHERMAL PHOTOACOUSTIC INTERFEROMETRY","2,4,6-Trinitrotoluene (TNT);Ammonium Nitrate (AN);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2011,"USA"
"INVESTIGATION OF THE BEHAVIORAL CHARACTERISTICS OF DOGS PURPOSE BRED AND PREPARED TO PERFORM VAPOR WAKEÆ DETECTION OF PERSON BORNE EXPLOSIVES","",2018,"USA"
"INVESTIGATION OF THE BURNING PROPERTIES OF LOW TOXICITY B CUO DELAY COMPOSITIONS","",2019,"Taiwan"
"INVESTIGATION OF THE CO IDENTIFICATION OF HEXOGEN AND PENTRITE AS PARTICLES AND CO ADSORBED ON COPPER OXIDE NANOPARTICLES BY USING NANOCALORIMETRY","Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN)",2016,"France"
"INVESTIGATION OF THE DECOMPOSITION KINETICS AND THERMAL HAZARDS OF 2 4 DINITROTOLUENE ON SIMULATION APPROACH","2,4-Dinitrotoluene (DNT);Dinitrotoluene (DNT)",2020,"China"
"INVESTIGATION OF THE EFFECTIVE PARAMETERS ON THE PREPARATION OF AMMONIUM PERCHLORATE PARTICLES USING A COOLING CRYSTALLIZATION PROCESS","Ammonium Perchlorate",2021,"Iran"
"INVESTIGATION OF THE IMPURITIES IN ERYTHRITOL TETRANITRATE ETN USING UHPLC QTOF","Erythritol Tetranitrate (ETN)",2021,"USA"
"INVESTIGATION OF THE POLARIZATION OF EXPLOSIVES DURING IMPACT AND THE INFLUENCE OF AN EXTERNAL ELECTRIC FIELD ON THE IMPACT SENSITIVITY OF SUPERFINE PETN","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Pentaerythritol Tetranitrate (PETN)",2011,"Russia"
"INVESTIGATION OF THE RAW TNT APPLICATED IN INDUSTRIAL EXPLOSIVE","2,4,6-Trinitrotoluene (TNT)",2002,"China"
"INVESTIGATION OF THE SLIDE OF THE SINGLE LAYER OF THE 1 3 5 TRIAMINO 2 4 6 TRINITROBENZENE CRYSTAL SLIDING POTENTIAL AND ORIENTATION","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB)",2007,"China"
"INVESTIGATION OF THE THERMAL AGING BEHAVIOR OF PYROTECHNIC TRACER COMPOSITION BY SPECTROSCOPIC TECHNIQUES COUPLED WITH PRINCIPAL COMPONENT ANALYSIS","Composition A;Strontium Nitrate;Composition B",2021,"Algeria"
"INVESTIGATION ON COMPATIBILITY AND THERMAL STABILITY OF CL 20 WITH SEVERAL PLASTICIZERS","Bis(2,2-dinitropropyl)Formal (BDNPF);Dinitrotoluene (DNT);Dioxyethylnitramine Dinitrate (DINA);Hexanitrohexaazaisowurtzitane (CL-20)",2017,"China"
"INVESTIGATION ON ENERGY OUTPUT STRUCTURE OF EXPLOSIVES NEAR GROUND EXPLOSION","Composition B;Cyclotrimethylene-Trinitramine (RDX);",2020,"China,Singapore"
"INVESTIGATION ON PROBING EXPLOSIVE NITROAROMATIC COMPOUND VAPORS USING GRAPHYNE NANOSHEET A FIRST PRINCIPLE STUDY","2,4,6-Trinitrotoluene (TNT);Dinitrobenzene (DNB);Hexanitrostilbene (HNS);Picric Acid (PA);",2019,"India"
"INVESTIGATION ON THE THERMAL DECOMPOSITION PERFORMANCE AND LONG TERM STORAGE PERFORMANCE OF HNIW BASED PBXS THROUGH ACCELERATED AGING TESTS","",2020,"China"
"INVESTIGATIONS INTO THE SOURCE ATTRIBUTION OF PARTY SPARKLERS USING TRACE ELEMENTAL ANALYSIS AND CHEMOMETRICS","",2020,"Australia"
"INVESTIGATIONS OF BIS METHYLTETRAZOLYL TRIAZENES AS NITROGEN RICH INGREDIENTS IN SOLID ROCKET PROPELLANTS SYNTHESIS CHARACTERIZATION AND PROPERTIES","Ammonium Dinitramide (ADN);",2009,"Germany"
"INVESTIGATIONS OF ELECTRON ATTACHMENT TO NITRO COMPOUNDS TOWARDS EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);Nitrotoluene (NT);",2009,"Austria"
"INVESTIGATIONS OF SHIELD EFFECT AND TYPE OF SOIL ON LANDMINE DETECTION","2,4,6-Trinitrotoluene (TNT);",2011,"Sudan,Saudi Arabia"
"INVESTIGATIONS OF TRANSCRIPT EXPRESSION IN FATHEAD MINNOW PIMEPHALES PROMELAS BRAIN TISSUE REVEAL TOXICOLOGICAL IMPACTS OF RDX EXPOSURE","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX)",2011,"USA"
"INVESTIGATIONS ON HOLLOW CORE PHOTONIC CRYSTAL FIBRES HC PCF FOR TRACE EXPLOSIVE VAPOUR DETECTION","Triacetone Triperoxide (TATP);",2020,"UK"
"INVESTIGATIVE CONSEQUENCE ANALYSIS A CASE STUDY RESEARCH OF BEIRUT EXPLOSION ACCIDENT","2,4,6-Trinitrotoluene (TNT);Ammonium Nitrate (AN);",2021,"India"
"INVESTIGATIVE PROBABILISTIC INFERENCES OF SMOKELESS POWDER MANUFACTURERS UTILIZING A BAYESIAN NETWORK","",2017,"USA"
"ION CHROMATOGRAPHY AND CAPILLARY ELECTROPHORESIS FOR IDENTIFICATION OF IMPROVISED INORGANIC EXPLOSIVES USED IN TERRORIST ATTACKS A COMPARISON OF TWO TECHNIQUES","",2010,NA
"ION CHROMATOGRAPHY AND CAPILLARY ELECTROPHORESIS FOR IDENTIFICATION OF IMPROVISED INORGANIC EXPLOSIVES USED IN TERRORIST ATTACKSÓA COMPARISON OF TWO TECHNIQUES","",2010,NA
"ION CHROMATOGRAPHY AND ION CHROMATOGRAPHY HIGH RESOLUTION MASS SPECTROMETRY TECHNOLOGIES FOR THE ANALYSIS OF LOW ORDER EXPLOSIVE RESIDUES","",2015,NA
"ION MOBILITY SPECTROMETRY A TOOL IN THE FORENSIC SCIENCE FOR THE POST DETONATION RESIDUE ANALYSIS","",2019,NA
"ION MOBILITY SPECTROMETRY HIGH RESOLUTION LTQ ORBITRAP MASS SPECTROMETRY FOR ANALYSIS OF HOMEMADE EXPLOSIVES","Erythritol Tetranitrate (ETN);",2017,"USA"
"ION MOBILITY SPECTROMETRY IMS DETECTION OFEXPLOSIVES","",2006,NA
"ION MOBILITY SPECTROMETRY IN FORENSIC SCIENCE","",2017,NA
"ION SPECTROMETRIC DETECTION TECHNOLOGIES FOR ULTRA TRACES OF EXPLOSIVES A REVIEW","",2011,"Finland"
"IONIC LIQUID GRAPHENE COMPOSITE FOR ULTRATRACE EXPLOSIVE TRINITROTOLUENE DETECTION","2,4,6-Trinitrotoluene (TNT)",2010,"Singapore,USA"
"IONIC LIQUID GRAPHENE HYBRID NANOSHEETS AS AN ENHANCED MATERIAL FOR ELECTROCHEMICAL DETERMINATION OF TRINITROTOLUENE","2,4,6-Trinitrotoluene (TNT)",2011,"China"
"IONIC LIQUID THIN LAYER EQCM EXPLOSIVES SENSOR","Dinitrotoluene (DNT);",2009,"USA"
"IONIZATION MECHANISM OF NEGATIVE ION DIRECT ANALYSIS IN REAL TIME A COMPARATIVE STUDY WITH NEGATIVE ION ATMOSPHERIC PRESSURE PHOTOIONIZATION","",2009,"USA"
"IONIZATION OF THE NITROAROMATIC COMPOUNDS IN AN ION MOBILITY SPECTROMETER WITH AN ION SOURCE BASED ON POROUS SILICON UNDER LASER IRRADIATION","2,4,6-Trinitrotoluene (TNT);",2015,"Russia"
"IONIZING PHOTON METHODS FOR STANDOFF BOMB DETECTION","",2007,"USA,UK"
"IONONE STABILISERS FOR NITROCELLULOSE BASED PROPELLANTS",";Nitrocellulose (NC)",2018,NA
"IPTYCENE BASED FLUORESCENT SENSORS FOR NITROAROMATICS AND TNT","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT)",2012,"USA"
"ISOLATION AND CHARACTERIZATION OF RDX DEGRADING RHODOCOCCUS SPECIES FROM A CONTAMINATED AQUIFER","Cyclotrimethylene-Trinitramine (RDX)",2011,"Israel"
"ISOLATION AND STABLE NITROGEN ISOTOPE ANALYSIS OF AMMONIUM IONS IN AMMONIUM NITRATE PRILLS USING SODIUM TETRAPHENYLBORATE","Ammonium Nitrate (AN)",2014,"USA"
"ISOLATION OF COMPONENTS OF PLASTIC EXPLOSIVES FOR ISOTOPE RATIO MASS SPECTROMETRY","Composition A;",2016,"USA"
"ISOTHERMAL THERMAL DECOMPOSITION OF THE HMX BASED PBX EXPLOSIVE JOL 1","Cyclotetramethylene-Tetranitramine (HMX)",2021,"China"
"ISOTOPE LABELED COMPOSITION B 3 FOR TRACING DETONATION SIGNATURES","2,4,6-Trinitrotoluene (TNT);Composition B;Cyclotrimethylene-Trinitramine (RDX)",2018,"USA"
"ISOTOPE RATIO MASS SPECTROMETRY IN FORENSIC SCIENCE APPLICATIONS","",2019,"USA"
"ISOTOPE STUDIES OF DETONATION MECHANISMS OF TNT RDX AND HMX","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX)",2007,"Russia"
"ISOTOPIC AND ELEMENTAL PROFILING OF AMMONIUM NITRATE IN FORENSIC EXPLOSIVES INVESTIGATIONS",";Ammonium Nitrate (AN)",2015,"Netherlands,Germany"
