"","AIKeywords"
"4854","SIGNAL DETECTION"
"4855","NEAR-INFRARED LASER RADIATION"
"4856","OVERTONE SPECTROSCOPY"
"4857","PHOTOACOUSTIC"
"4858","ELECTROMAGNETIC RADIATIVE INTERFERENCE"
"4859","MATCHED FILTERS"
"4860","MIXERS"
"4861","RADIO TRANSCEIVERS"
"4862","SENSOR SYSTEMS"
"4863","SOFTWARE RADIO"
"4864","AGGREGATES"
"4865","SILOLE"
"4866","TRIPHENYLAMINE"
"4867","FLUORESCENCE SUPPRESSION"
"4868","PICOSECOND LASER"
"4869","STANDOFF EXPLOSIVES DETECTION"
"4870","VISIBLE HYPERSPECTRAL IMAGING"
"4871","ANNIHILATION RADIATION AND BACKSCATTER"
"4872","NEUTRONS"
"4873","SIGNATURE ANALYSIS"
"4874","MID-INFRARED"
"4875","COHERENT DETECTION"
"4876","PHOTOACOUSTICS"
"4877","PHOTOTHERMAL INTERFEROMETRY"
"4878","STIMULATED RAMAN"
"4879","CWA"
"4880","OP- FTIR"
"4881","OPEN PATH- FTIR"
"4882","GATED DETECTION"
"4883","UV RAMAN"
"4884","THROUGH-BARRIER"
"4885","LASER HEATING"
"4886","RESONANT HEATING"
"4887","VAPOR PLUME"
"4888","GLOBAL POSITIONING SYSTEM"
"4889","INERTIAL NAVIGATION"
"4890","KALMAN FILTERING"
"4891","LASERSCANNING"
"4892","NAVIGATION"
"4893","DEEP RAMAN"
"4894","FORENSIC INVESTIGATIONS"
"4895","THREAT AGENTS"
"4896","DEEP RAMAN SPECTROSCOPY"
"4897","EXPLOSIVES PRECURSORS"
"4898","HIGHLY FLUORESCING PACKAGING"
"4899","PHOTO-THERMAL"
"4900","DEFENCE"
"4901","WIRELESS TRANSMISSION"
"4902","CODED APERTURE"
"4903","RAMAN,SPECTROMETER"
"4904","SPECTRAL IMAGER"
"4905","MATERIALS SUBSTRATES"
"4906","SINGLE-PULSE RAMAN DETECTION"
"4907","STANDOFF RAMAN SPECTROSCOPY"
"4908","DAYTIME RAMAN SPECTROSCOPY"
"4909","INORGANIC AND ORGANIC COMPOUNDS"
"4910","STANDOFF RAMAN SYSTEM"
"4911","TIME-GATED REMOTE RAMAN"
"4912","COHERENT RAMAN"
"4913","GERCHBERG-SAXTON ALGORITHM"
"4914","NONLINEAR SPECTROSCOPY"
"4915","IR"
"4916","PHOTODECOMPOSITION"
"4917","FUSION"
"4918","STANDOFF SENSOR"
"4919","EXPLOSIVE PARTICLES"
"4920","RESONANCE ENHANCED"
"4921","RRS"
"4922","VAPORS"
"4923","BACKWARD-CARS"
"4924","REMOTE RAMAN"
"4925","REMOTE LIBS"
"4926","REMOTE RAMAN AND LIBS SYSTEM"
"4927","REMOTE RAMAN THROUGH FLUORESCENT PLASTIC"
"4928","† OPAQUE HDPE PLASTIC"
"4929","† WATER AND GLASS MEDIA.†"
"4930","RISLEY BEAM STEERING"
"4931","STANDOFF EXPLOSIVE DETECTION"
"4932","STANDOFF LASER BASED DIFFUSE REFLECTANCE SPECTROSCOPY"
"4933","DETECTION OF EXPLOSIVE TRACES"
"4934","MULTI/HYPERSPECTRAL IMAGE"
"4935","SPECTRAL IMAGING"
"4936","DETECTION OF EXPLOSIVE TRACES IN THE FORM OF PARTICLES"
"4937","HYPERSPECTRAL"
"4938","MODDIFS"
"4939","QCL"
"4940","UNKNOWN SURFACES"
"4941","APPLICATION"
"4942","EYE-SAFETY"
"4943","MATURITY"
"4944","TEPS"
"4945","EYE SAFETY"
"4946","INORGANIC"
"4947","MICROCHIP"
"4948","PORTABLE CE"
"4949","RECENT CE"
"4950","ENVIRONMENTAL ASSAY"
"4951","LUMINESCENT NANOMATERIAL"
"4952","NANOSENSOR"
"4953","CHEMICAL COMPOSITION"
"4954","COLORIMETRIC TEST"
"4955","CONSUMER FIREWORK"
"4956","MICROSCOPY"
"4957","POTENTIOMETRY"
"4958","SEPARATION"
"4959","HME"
"4960","BIOLOGICAL MATRICES"
"4961","DRUG PROFILING"
"4962","FORENSIC TOXICOLOGY"
"4963","HUMAN SCENT"
"4964","IGNITABLELIQUID RESIDUES"
"4965","TIME SINCE DISCHARGE"
"4966","VOLATILE ODOR SIGNATURES"
"4967","MEASUREMENTS"
"4968","PROFICIENCY TEST"
"4969","ROUND-ROBIN TEST"
"4970","SMALL-SCALE SAFETY TESTING"
"4971","STATISTICAL EVALUATION"
"4972","THERMAL SCREENING"
"4973","FRICTION"
"4974","EXPLOSIVES PARTICLE STANDARDS"
"4975","MICROENCAPSULATION OF TNT"
"4976","PLGA"
"4977","QUANTIFICATION OF TNT AND PLGA"
"4978","ENERGETIC MATERIAL DETECTION"
"4979","NANOINDENTATION MECHANICAL CHARACTERIZATION"
"4980","ROUGH SURFACE DEFORMATION"
"4981","SAMPLING CHAMBER"
"4982","MOLECULAR IMPRINTED SOL-GEL"
"4983","DYNAMIC HEADSPACE SAMPLING"
"4984","INDIRECT FLUORESCENCE DETECTION"
"4985","MOLECULARLY IMPRINTED SOLID PHASE EXTRACTION"
"4986","SPIN COLUMN 2-4-DINITROPHENOL"
"4987","2,3-DIMETHYL-2,3-DINITROBUTANE"
"4988","IONIZATION DETECTOR OF A VARYING SELECTIVITY"
"4989","MARKING AGENTS"
"4990","POLYCAPILLARY COLUMN"
"4991","DISPOSABLE PIPETTE EXTRACTION (DPX)"
"4992","SOLID PHASE EXTRACTION (SPE)"
"4993","COMPLEXES WITH TRANSFER OF A CHARGE"
"4994","SILICA"
"4995","SOLID PHASE EXTRACTION CONCENTRATION"
"4996","DESORPTION"
"4997","GAS PRECONCENTRATION"
"4998","MICRO GAS CHROMATOGRAPH"
"4999","SWIPING"
"5000","MOF"
"5001","CARBON/SILICA GEL COMPOSITES"
"5002","EXPLOSIVE NITRAMINES"
"5003","SILICA GEL"
"5004","SILYLATION"
"5005","?-? STACKING"
"5006","DEFLAGRATION TO DETONATION TRANSITION"
"5007","EXPLOSION MECHANISMS"
"5008","EXPLOSIVE SAFETY"
"5009","HMX-BASED EXPLOSIVES"
"5010","DECOMPOSITION MECHANISMS"
"5011","HIGH-ENERGY DENSITY MATERIALS"
"5012","TRIGGER BONDS"
"5013","WIBERG BOND INDEX"
"5014","CRYSTAL"
"5015","CASED"
"5016","GURNEY"
"5017","DETONATION FAILURE"
"5018","HOME MADE EXPLOSIVES"
"5019","MICROWAVE INTERFEROMETRY"
"5020","SHOCKWAVE"
"5021","COMPUTER CODE"
"5022","ENTHALPY OF FUSION"
"5023","CYLINDRICAL CHARGES"
"5024","SECONDARY SHOCK WAVES"
"5025","EXPLOSIVE INITIATION"
"5026","MICROSCALE SIMULATION"
"5027","PORE COLLAPSE"
"5028","PORE SHAPE"
"5029","CYLINDRICAL SHELL"
"5030","FRACTURE TRAJECTORY"
"5031","FRAGMENT SHAPE"
"5032","GROOVE"
"5033","INTERNAL EXPLOSIVE LOADING"
"5034","CJ PRESSURE"
"5035","DISC ACCELERATION EXPERIMENT (DAX)"
"5036","EQUATION-OF-STATE"
"5037","ARRHENIUS KINETICS"
"5038","CARBON"
"5039","DENSITY FUNCTIONAL TIGHT BINDING"
"5040","DFTB"
"5041","HIGH PRESSURE"
"5042","HMX CHEMISTRY"
"5043","METHANE"
"5044","MULTISCALE SHOCK SIMULATION TECHNIQUE"
"5045","NITROGEN-RICH HETEROCYCLES"
"5046","SHOCK WAVES"
"5047","DEFLAGRATION-TO-DETONATION TRANSITION (DDT)"
"5048","ENERGETIC"
"5049","MICROSCALE EFFECTS"
"5050","SOLID EXPLOSIVE INGREDIENTS"
"5051","TEMPERATURE SWITCH"
"5052","TIME-SPLIT APPROACH"
"5053","NANOENERGETIC"
"5054","AMMONIUM NITRATE MIXTURES"
"5055","SAFETY TESTING"
"5056","ALUMINIZED HIGH EXPLOSIVE"
"5057","BLAST UNDERWATER"
"5058","SHOCK WAVE THEORY"
"5059","DISPOSAL"
"5060","SHEET EXPLOSIVES"
"5061","POLYETHYLENE GLYCOL"
"5062","TRIFURAZANO-OXACYCLOHEPTATRIENE (TFO)"
"5063","CLOSED VESSEL TEST"
"5064","CONFINED FOAMING PROCESS"
"5065","MICROCELLULAR COMBUSTIBLE OBJECTS"
"5066","CORE-SHELL STRUCTURE"
"5067","IN SITU POLYMERIZATION"
"5068","MF RESINS"
"5069","MAGNESIUM"
"5070","MOLECULAR ION"
"5071","MULTIPHOTON IONIZATION"
"5072","LANGMUIR EVAPORATION"
"5073","SUBLIMATION ENTHALPY"
"5074","COMPUTATIONAL MODELING"
"5075","DOPING"
"5076","IMPURITIES"
"5077","MASS-LOSS RATE"
"5078","NITRIC ACID"
"5079","PENTAERYTHRITOL"
"5080","(LASER ABLATION-) INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY"
"5081","ISOTOPE-RATIO MASS SPECTROMETRY"
"5082","LIKELIHOOD RATIOS"
"5083","WAX"
"5084","AMMONIUM NITRATE AND POTASSIUM CHLORIDE"
"5085","AMMONIUM NITRATE AND SODIUM SULFATE"
"5086","EXPLOSION PROMOTER"
"5087","REACTIVE SYSTEMS SCREENING TOOL (RSST)"
"5088","RUNAWAY INHIBITOR"
"5089","ATM"
"5090","EASI-MS"
"5091","ESI-MS"
"5092","CLAUSIUS-CLAPEYRON EQUATION"
"5093","CONSTANT RATE OF SUBLIMATION"
"5094","ACID DEGRADATION"
"5095","AUTOXIDATION"
"5096","DENSITY FUNCTIONAL CALCULATIONS"
"5097","HYDROPEROXIDATION"
"5098","TEX"
"5099","MULTIUSE EXPLOSIVES"
"5100","2,4-DINITROIMIDAZOLE (2,4-DNI)"
"5101","MASS SPECTRA"
"5102","DINITRAMIDES"
"5103","GUDN"
"5104","INSENSITIVE EXPLOSIVE"
"5105","PROCESS OPTIMIZATION"
"5106","MICROEMULSION"
"5107","NANO-CL-20"
"5108","SURFACTANT"
"5109","BONDING AGENTS"
"5110","COMPOSITE SOLID PROPELLANTS"
"5111","INTERFACIAL INTERACTIONS"
"5112","HYDROGEN CONTAINING MATERIAL"
"5113","PRESSURE DESENSITIZATION"
"5114","COMPOSITE MATERIALS"
"5115","ELECTRON MICROSCOPY"
"5116","SOL-GEL GROWTH"
"5117","X-RAY PHOTO-EMISSION SPECTROSCOPY (XPS)"
"5118","AGGREGATION ENHANCED EXCIMER EMISSION"
"5119","ATTOGRAM"
"5120","CRYSTALLINE NANOAGGREGATES"
"5121","SOIL SAMPLES"
"5122","CLAUSIUS-CLAPEYRON"
"5123","IMX-101"
"5124","IMX-104"
"5125","LANGMUIR EQUATION"
"5126","ISOMERS"
"5127","NITROTOLUENE DERIVATIVES"
"5128","SYNCHROTRON FIR SOURCE"
"5129","THZ RADIATION"
"5130","VIBRATIONAL SPECTRUM"
"5131","GOLD"
"5132","POWER INDEX"
"5133","NITROGEN-RICH"
"5134","HEXAMINE REPLACEMENTS"
"5135","HIGH-NITROGEN COMPOUNDS"
"5136","NIR ILLUMINANTS"
"5137","POTASSIUM AND CESIUM SALTS"
"5138","ALEX"
"5139","FINE-THERMOCOUPLE"
"5140","NANO-CUO"
"5141","AMMONIUM PERCHLORATE (AP)"
"5142","NITROGUANIDINE (NQ)"
"5143","CAN-BD"
"5144","ADDITIVES"
"5145","DIODE LASER"
"5146","INITIATION MECHANISM"
"5147","VIS/NIR"
"5148","BENZIMIDAZOLE"
"5149","STRUCTURE ELUCIDATION"
"5150","4,10-DINITRO-2,6,8,12-TETRAOXA-4,10-DIAZATETRACYCLO[5.5.0.05,903,11]-DODECANE"
"5151","EVAPORATION-ASSISTED PRECIPITATION"
"5152","OPTICAL ABSORPTION"
"5153","SOLVENT-ANTISOLVENT INTERACTION"
"5154","SPHERICAL NANOPARTICLES"
"5155","DISPERSIBILITY"
"5156","GAP/RDX PROPELLANTS"
"5157","CHEMORHEOLOGY"
"5158","IPDI"
"5159","HEAT TREATMENT"
"5160","POROUS"
"5161","SELF-SENSITIZED"
"5162","APPLIED CHEMISTRY"
"5163","CREEP PROPERTIES"
"5164","REINFORCING AGENT"
"5165","STYRENE COPOLYMER"
"5166","ALUMINUM FIBER CONTENT"
"5167","ALUMINUM FIBER EXPLOSIVE"
"5168","EXPLOSION ENERGY"
"5169","DISPERSION STATE"
"5170","DRYING CONDITIONS"
"5171","NANO HMX"
"5172","NANO-NITRAMINE EXPLOSIVE"
"5173","DOUBLE SIDED EXPLOSIVE CLADDING"
"5174","ENERGY EFFICIENCY"
"5175","HONEYCOMB STRUCTURE EXPLOSIVES"
"5176","EXPLO5"
"5177","HIGH NITROGEN CONTENT"
"5178","P-T ANALYSIS"
"5179","BIIMIDAZOLES"
"5180","HEXOLITE"
"5181","MICROSTRUCTURED"
"5182","NANOSTRUCTURED"
"5183","DOUBLE BASE PROPELLANT"
"5184","SMX"
"5185","2,4-DINITROANISOLE"
"5186","ENRICHMENT CULTURE"
"5187","INSENSITIVE MUNITION"
"5188","ENERGETIC NANOMATERIALS"
"5189","NANO-HMX"
"5190","SPRAY FLASH-EVAPORATION"
"5191","THERMAL EFFUSIVITY"
"5192","SORGUYL"
"5193","TETRANITROGLYCOLURIL"
"5194","TNGU"
"5195","CARBIDES"
"5196","PRESSURE INDEX VALUE"
"5197","SILICATES"
"5198","ZIRCONIUM"
"5199","NITROTETRAZOLATE ANION"
"5200","ORGANOTIN COMPOUNDS"
"5201","TIN"
"5202","X-RAY STRUCTURE"
"5203","AMINOGUANIDINIUM"
"5204","HIGH NITROGEN"
"5205","TETRANITROBIIMIDAZOLE"
"5206","CALCIUM SULFATE"
"5207","TIME DELAY"
"5208","CONFINED EXPLOSIONS"
"5209","LAYERED CHARGES"
"5210","THERMOBARIC EXPLOSIVES"
"5211","AMINALS"
"5212","CYCLIC AMINES"
"5213","CATALYZED DECOMPOSITION"
"5214","COMPOSITE SOLID PROPELLANT"
"5215","DETONATION RESIDUES"
"5216","LIFE PREDICTION"
"5217","MICROSTRUCTURES"
"5218","NEPE PROPELLANTS"
"5219","GAP-MODIFIED NITROCELLULOSE SPHERICAL POWDERS"
"5220","GLYCIDYL AZIDE POLYMER(GAP)"
"5221","AP"
"5222","SSGT"
"5223","ALUMINUM-OXYGEN RATIO(AL/O RATIO)"
"5224","HMX-BASED ALUMINIZED EXPLOSIVE"
"5225","MANUFACTURING PROCESS"
"5226","PERFORMANCE EVALUATION"
"5227","BTF"
"5228","COCRYSTAL EXPLOSIVE"
"5229","DNB"
"5230","PREPARATION"
"5231","CATALYTIC DECOMPOSITION"
"5232","COPPER CHROMITE"
"5233","LICLO4"
"5234","AL-CUO THERMITE"
"5235","BURN TUBE"
"5236","IMAGING PYROMETRY"
"5237","THERMITE REACTION"
"5238","HIGH VISCOSITY MIXING"
"5239","NANOENERGETICS"
"5240","RESONANT MIXING"
"5241","SCBS"
"5242","WATER PROCESSING"
"5243","A. FUNCTIONAL COMPOSITES"
"5244","A. HYBRID COMPOSITES"
"5245","B. INTERFACE"
"5246","B. THERMAL PROPERTIES"
"5247","D. PHOTOELECTRON SPECTROSCOPY (XPS)"
"5248","BURN TIME"
"5249","ESD IGNITION"
"5250","IGNITION DELAY"
"5251","IMPACT IGNITION"
"5252","ACCURATE QUANTITATION"
"5253","CRIME-SCENE PRESENCE"
"5254","HPLC-MS"
"5255","MUNITIONS CONSTITUENTS ANALYSIS"
"5256","AQUEOUS SAMPLES"
"5257","NQ"
"5258","CARBONACEOUS NANOMATERIAL"
"5259","CHEMICAL IMMOBILIZATION"
"5260","NANOGRAPHENE"
"5261","SEPARATION SCIENCE"
"5262","STATIONARY PHASE"
"5263","1,3,5,7-TETRAACETYL-1,3,5,7-TETRAAZACYCLOOCTANE"
"5264","1,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCINE"
"5265","HYDROPHILIC INTERACTION CHROMATOGRAPHY"
"5266","ORGANIC SOLVENT"
"5267","BROMATE DETECTION"
"5268","DRINKING WATER DISINFECTION BY-PRODUCT"
"5269","HIGH-PERFORMANCE ION CHROMATOGRAPHYÒMASS SPECTROMETRY"
"5270","PERCHLORATE REMOVAL"
"5271","TC-99 ORGANOCLAY"
"5272","IMPURITY PROFILING"
"5273","VACUUM-OUTLET GC-MS"
"5274","GAS CHROMATOGRAPHY-ELECTRON IONIZATION-MASS SPECTROMETRY (GC-EI-MS)"
"5275","GELATIN DYNAMITE"
"5276","DOEHLERT MATRIX DESIGN"
"5277","GAS CHROMATOGRAPHY-FLAME IONIZATION DETECTION"
"5278","MULTIVARIATE EXPERIMENTAL DESIGN"
"5279","GAS CHROMATOGRAPHY (GC)"
"5280","ISSUE 89"
"5281","COUNTERFEIT DRUGS"
"5282","FIRE DEBRIS"
"5283","PORTABLE ANALYSIS"
"5284","BUFFER GAS"
"5285","CARRIER GAS"
"5286","HYDROGEN"
"5287","FAST ANALYSIS"
"5288","HIGH SAMPLE THROUGHPUT"
"5289","LOW-PRESSURE VACUUM OUTLET GAS CHROMATOGRAPHY"
"5290","BACTERIA"
"5291","ENVIRONMENTAL POLLUTANTS ANALYSES"
"5292","FUTURE PROSPECTIVES"
"5293","METAL IONS"
"5294","NANO-CAPILLARY ELECTROPHORESIS"
"5295","SEPARATION MECHANISM"
"5296","VIRUSES"
"5297","CE-MS"
"5298","MEKC"
"5299","PERFLUOROOCTANOIC ACID COMPLEXATION REAGENT"
"5300","SAND ANALYSIS"
"5301","SIMULTANEOUS SEPARATION OF ANIONS AND CATIONS"
"5302","CONCURRENT DETERMINATION"
"5303","DUAL-CE"
"5304","PHOTOLUMINESCENCE"
"5305","SUPRAMOLECULAR ENSEMBLES"
"5306","EXCIMER EMISSION"
"5307","NITRO-EXPLOSIVE DETECTION"
"5308","ORGANICALLY MODIFIED SILICA"
"5309","POROUS THIN FILM"
"5310","PYRENE"
"5311","BIO- AND NANOSTRUCTURED SPECIFIC COATINGS"
"5312","OPTICAL CHEMICAL SENSORS"
"5313","FEMTOGRAM"
"5314","SURFACE SENSING"
"5315","CRYOGEL"
"5316","DIGITAL IMAGES"
"5317","IPHONE"
"5318","RED GREEN BLUE COLOUR SYSTEM"
"5319","SUSPENDED CORE FIBER"
"5320","BIOMEDICINE"
"5321","LANTHANIDE"
"5322","WHITE-LIGHT-EMITTING"
"5323","AQUEOUS PHASE"
"5324","FLUORESCENT"
"5325","METALLA-RECTANGLE"
"5326","RUTHENIUM"
"5327","DIFFERENTIAL PULSE VOLTAMMETRY"
"5328","NANOPARTICLE"
"5329","IRIDIUM COMPLEX"
"5330","PHOSPHORESCENT MATERIAL"
"5331","PHOTOLUMINESCENT SENSOR"
"5332","HANDPRINT"
"5333","HANDPRINTS"
"5334","NIR HYPERSPECTRAL IMAGING"
"5335","ZINC(II) COMPLEXES"
"5336","FLUORESCENT PROBES"
"5337","LIGANDS"
"5338","ZINC"
"5339","SCANNING TUNNELLING MICROSCOPY"
"5340","SUPRAMOLECULAR POLYMERS"
"5341","CHARGE-TRANSFER"
"5342","PHOTOLUMINESCENT PROBE"
"5343","OPTICAL DETECTION"
"5344","PHENOLIC ANALOGS"
"5345","F127 SELF-ASSEMBLED NANOMICELLES"
"5346","MICROEXTRACTION EFFECT"
"5347","HYDROXYQUINOLINES"
"5348","RATIOMETRIC FLUORESCENT PROBES"
"5349","2 4 6-TRINITROTOLUENE."
"5350","ANTIBODY"
"5351","FLUORESCENCE POLARIZATION IMMUNOASSAY"
"5352","MULTIPLE LINEAR REGRESSION"
"5353","PARTIAL LEAST SQUARE REGRESSION"
"5354","SUCCESSIVE PROJECTION ALGORITHM"
"5355","TLC"
"5356","BIS(8-HYDROXYQUINOLINE)-ALUMINIUM"
"5357","FLUORESCENT QUENCHING"
"5358","POLY(METHYL METHACRYLATE) OPTICAL FIBER"
"5359","POROUS FILM"
"5360","WHITE UPCONVERSION LUMINESCENCE"
"5361","FLUORESCENCE PROBE"
"5362","MESOPOROUS SILICA NANOPARTICLES"
"5363","CELLULOSE NANOFIBRIL"
"5364","CHEMICAL ASSEMBLY"
"5365","DETECTING EXPLOSIVE VAPORS"
"5366","SENSORY POLYMERS"
"5367","VAPOR EXPLOSIVE SENSING"
"5368","FLUOROPHORE"
"5369","TURN-OFF SENSOR"
"5370","MULTICHANNEL"
"5371","QUANTUM DOT"
"5372","HEATING DEVICE"
"5373","POLYCARBOSILANE"
"5374","COATING METHOD"
"5375","ON-SITE TESTS"
"5376","GATED MATERIALS"
"5377","SENSITIZERS"
"5378","SELECTIVE SENSING"
"5379","ANTHRACENE"
"5380","AQUEOUS MEDIUM"
"5381","RAW 264.7 CELLS"
"5382","THIOUREA"
"5383","GASEOUS PHOTOMULTIPLIER (GPM)"
"5384","LIQUID XENON"
"5385","NDT"
"5386","SNM"
"5387","THGEM"
"5388","BIPHENYLTETRACARBOXYLIC ACID"
"5389","PTS NET"
"5390","CROSS-REACTIVE SENSORY ARRAY"
"5391","TURN-ON FLUORESCENCE"
"5392","GEL-P"
"5393","PHOTOBLEACHING"
"5394","SENSING MATERIAL"
"5395","IODINE ENCAPSULATION"
"5396","TRIPODAL LIGANDS"
"5397","CU2+"
"5398","ZINC-PAMOATE"
"5399","NITROAROMATIC MOLECULES"
"5400","ANION DETECTION"
"5401","ION-PAIRING REAGENTS"
"5402","PAIRED-ION ELECTROSPRAY IONIZATION MASS SPECTROMETRY (PIESI-MS)"
"5403","LINEAR ION TRAP"
"5404","NON-SCANNING MODE"
"5405","PORTABLE MASS SPECTROMETER"
"5406","RAPID PROTOTYPING"
"5407","EMITTER"
"5408","EXCIMER"
"5409","MOBILITY"
"5410","DIRECT INJECT"
"5411","NANOSPRAY"
"5412","CYANOACRYLATE FUMING"
"5413","FINGERPRINT POWDER"
"5414","LATENT FINGERPRINT"
"5415","TOUCH CHEMISTRY"
"5416","NON-NEGATIVE MATRIX FACTORIZATION"
"5417","PROBABILISTIC LATENT COMPONENT ANALYSIS"
"5418","SPARSITY"
"5419","BUTYL CHLOROFORMATE"
"5420","RADICAL ANION"
"5421","RADICAL CATION"
"5422","BRADBURY-NIELSEN GATE"
"5423","FOURIER TRANSFORM"
"5424","ION TRANSMISSION"
"5425","QUANTITATIVELY CONTROL"
"5426","AMINODINITROTOLUENES"
"5427","DINITROTOLUENES"
"5428","ESI-HRMS"
"5429","ISOMER DIFFERENTIATION"
"5430","ION CHEMISTRY"
"5431","ISOTOPE LABELING"
"5432","MOLECULAR FORMULA"
"5433","PRODUCT ION"
"5434","DENSITY FUNCTIONAL THEORY CALCULATIONS"
"5435","DIELECTRIC-BARRIER DISCHARGE"
"5436","NO3-"
"5437","ON-SITE MASS SPECTROMETRY"
"5438","CHEMOMETRICS / STATISTICS"
"5439","FORENSICS / TOXICOLOGY"
"5440","IR SPECTROSCOPY / RAMAN SPECTROSCOPY"
"5441","BOTTLED LIQUID"
"5442","LED"
"5443","ATR-FTIR"
"5444","MICRO-DIFFERENTIAL THERMAL ANALYSIS"
"5445","EYE-SAFE"
"5446","FINGERPRINT CONCENTRATION"
"5447","IMPROVISED EXPLOSIVES DEVICES"
"5448","STAND-OFF EXPLOSIVES DETECTION"
"5449","UV-RAMAN SPECTROSCOPY"
"5450","BANKNOTES"
"5451","INDEPENDENT COMPONENT ANALYSIS"
"5452","RAMAN HYPERSPECTRAL IMAGING"
"5453","AG NANOPARTICLES"
"5454","MAGNETIC SELF-ASSEMBLING"
"5455","POLYCHLORINATED BIPHENYL-77"
"5456","LINEAR ARRAYS"
"5457","ORDERED AU NANOPARTICLES"
"5458","GRAVURE PRINTING"
"5459","PET"
"5460","SILVER NANOPARTICLES (AG NP)"
"5461","GOLD NANOPARTILCES"
"5462","LASER-BASED DETECTION"
"5463","RAMAN SPECTROSCOPY AND IMAGING"
"5464","PERTURBATION"
"5465","DEGENERATE FOUR WAVE MIXING"
"5466","SILVER NANOSTRUCTURES"
"5467","ULTRAFAST ABLATION"
"5468","GRAPHITE"
"5469","CROSSVALIDATION METHODS"
"5470","STATISTIC CLASSIFICATION METHODS"
"5471","DEEP ULTRAVIOLET"
"5472","RAMAN ALBEDO"
"5473","DETECTION ALGORITHM"
"5474","DUAL EXCITATION WAVELENGTHS"
"5475","PROXIMAL"
"5476","EXPLOSIVES VAPORS"
"5477","PERCHLORATE"
"5478","SURFACE ENHANCED RAMAN SCATTERING (SERS)"
"5479","ACCELERATING RATE CALORIMETER"
"5480","FLOWERPOT TIP MIXTURE"
"5481","HEATS OF REACTION"
"5482","SELF HEAT RATE"
"5483","LARGE CARTRIDGE EMULSION EXPLOSIVES"
"5484","THE CRITICAL TEMPERATURE"
"5485","NANO-K6"
"5486","NANO-K6/NANO-RDX MIXTURE"
"5487","CO-SPUTTERING"
"5488","PD"
"5489","CHITOSAN"
"5490","2,4 DIHYDROPYRIDINE ESTER"
"5491","AROMATICITY"
"5492","BIMETALLIC"
"5493","FUEL CELL"
"5494","ANALYTES"
"5495","CHEMISORPTION"
"5496","PHOTOEMISSION"
"5497","THIOLS"
"5498","POINT DETECTION"
"5499","SILICON QUANTUM DOTS"
"5500","POLYMER NANO-COMPOSITE"
"5501","SELF ASSEMBLED MONOLAYER"
"5502","MERCURIC IONS"
"5503","SILICATE SOL-GEL"
"5504","ELECTROSPRAY CRYSTALLIZATION"
"5505","NANO-PARTICLES"
"5506","ELECTROCHEMICAL SENSING"
"5507","MICRO-/NANORODS"
"5508","MODIFIED GC ELECTRODES"
"5509","?-FE2O3"
"5510","DNA SENSOR"
"5511","ZINC OXIDE"
"5512","AUTO-IGNITION TEMPERATURE"
"5513","CATALYTIC COMBUSTION"
"5514","CHT"
"5515","COMPUTATIONAL ANALYSES"
"5516","NEMS"
"5517","OPTICAL LEVER"
"5518","METAL BROMIDE"
"5519","SIGNAL PROCESSING"
"5520","DUAL ENERGY"
"5521","MATERIAL DISCRIMINATION"
"5522","PHOTON COUNTING DETECTORS"
"5523","X-RAYS"
"5524","EXCITATION"
"5525","HEATING"
"5526","EXPLOSIVES DESORPTION"
"5527","MASS-SPECTROMETRY"
"5528","NONCONTACT METHODS"
"5529","PULSE RADIATION"
"5530","HOMEMADE EXPLOSIVES (HMES)"
"5531","IMPROVISED EXPLOSIVE MATERIALS (IE)"
"5532","IONIZATION"
"5533","PICOSECOND"
"5534","SPECTROSCOPIC METHODS"
"5535","DETECTION OF DETECTS"
"5536","JUDGMENT"
"5537","NEUTRON DETECTION"
"5538","OXYGEN COEFFICIENT"
"5539","NOBLE LIQUID DETECTORS (SCINTILLATION, IONIZATION, DOUBLE-PHASE)"
"5540","ALGORITHM"
"5541","D-T NEUTRON GENERATOR"
"5542","MONTE-CARLO SIMULATION"
"5543","NEUTRON BACKSCATTERING METHOD"
"5544","FAST NEUTRONS"
"5545","NEUTRON IMAGING"
"5546","PULSED FAST NEUTRON TRANSMISSION SPECTROSCOPY (PFNTS)"
"5547","RESONANCE RADIOGRAPHY"
"5548","BAYESIAN ANALYSIS"
"5549","DUAL-ENERGY"
"5550","MOBILE SYSTEM"
"5551","NEUTRON"
"5552","ELECTRONIC THZ SOURCE"
"5553","PHOTONIC THZ SYSTEM"
"5554","THZ CW SPECTROSCOPY"
"5555","THZ INSPECTION"
"5556","THZ TIME-DOMAIN SPECTROSCOPY"
"5557","ABSORBANCE"
"5558","PARTIAL LEAST SQUARES-DISCRIMINANT ANALYSIS"
"5559","TIME-DOMAIN TERAHERTZ SPECTROSCOPY"
"5560","EXPLOSIVE MATERIALS"
"5561","TIME-DOMAIN SPECTROSCOPY"
"5562","DETECTION AND IDENTIFICATION OF SUBSTANCES AT LONG DISTANCES"
"5563","MODIFIED INTEGRAL CORRELATION CRITERION"
"5564","TRANSMITTED AND REFLECTED THZ PULSE"
"5565","INTEGRAL CORRELATION CRITERIA"
"5566","NOISY THZ PULSE"
"5567","REFLECTED AND TRANSMITTED THZ PULSE"
"5568","HOT ELECTRON BOLOMETER"
"5569","LACTOSE"
