Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
STATIC AND DYNAMIC PERMITTIVITY MEASUREMENT OF HIGH EXPLOSIVES IN THE W BAND TO INVESTIGATE SHOCK AND DETONATION PHENOMENA,2019,"Propellants, Explosives, Pyrotechnics","Rougier B., Lefrancois A., Chuzeville V., Poeuf S., Aubert H.","CEA, DAM, CEA Gramat, Gramat, F-46500, France, LAAS CNRS, Toulouse University, CNRS, INPT, 7 Avenue du Colonel Roche, Toulouse, 31077, France, Institut P', UPR CNRS 3346, ENSMA, Universit» de Poitiers, Futuroscope-Chasseneuil Cedex, 86961, France",57203432827;15065779500;56986546900;57202918365;7006406720;,RADIO INTERFEROMETRY TECHNIQUES ARE OFTEN USED TO INVESTIGATE SHOCK AND DETONATION PHENOMENA THANKS TO THE RADIO TRANSPARENCY OF HIGH EXPLOSIVES IN THE GIGAHERTZ FREQUENCY BAND THESE TECHNIQUES REQUIRE THE KNOWLEDGE OF THE PERMITTIVITY OF STUDIED EXPLOSIVES ALTHOUGH THE PERMITTIVITY HAS BEEN THOROUGHLY STUDIED FOR MANY MATERIALS VERY FEW DATA ARE AVAILABLE AT HIGH FREQUENCIES 75 GHZ FOR HIGH EXPLOSIVES IN THIS PAPER WE REPORT STATIC MEASUREMENT DATA OF THE PERMITTIVITY FOR VARIOUS REACTIVE MATERIALS USING THE STANDARD LINE TRANSMISSION METHOD BETWEEN 75 GHZ AND 110 GHZ W FREQUENCY BAND AND WE PRESENT DYNAMIC MEASUREMENT RESULTS AT 94 GHZ OBTAINED FROM THE SO CALLED DETONATION WAVEFRONT TRACKING METHOD IT IS SHOWN THAT THE MEASUREMENT RESULTS PROVIDED BY THESE TWO METHODS ARE IN GOOD AGREEMENT AS A CONSEQUENCE THIS WORK VALIDATES THE DETONATION WAVEFRONT TRACKING METHOD FOR THE DYNAMIC MEASUREMENT OF HIGH EXPLOSIVES PERMITTIVITY AND SHOWS THAT THE STATIC EXPERIMENTAL RESULTS ARE RELEVANT FOR SHOCK WAVE PROPAGATION ANALYSIS FROM MILLIMETER WAVE MEASUREMENT TECHNIQUES 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,detonation velocity; High explosive; measurement of relative permittivity; millimeter-wave,Interferometry; Millimeter waves; Permittivity; Permittivity measurement; Shock waves; Wave propagation; Wavefronts; Detonation velocity; Dynamic measurement; Gigahertz frequencies; High explosives; Millimeter wave measurements; Radio interferometry; Relative permittivity; Static measurements; Detonation,2-s2.0-85056662144,10.1002/prep.201800097,France,DETONATION VELOCITY HIGH EXPLOSIVE MEASUREMENT OF RELATIVE PERMITTIVITY MILLIMETER WAVE
STATISTICAL ANALYSIS OF AN INTER LABORATORY COMPARISON OF SMALL SCALE SAFETY AND THERMAL TESTING OF RDX,2015,"Propellants, Explosives, Pyrotechnics","Brown G.W., Sandstrom M.M., Preston D.N., Pollard C.J., Warner K.F., Sorensen D.N., Remmers D.L., Phillips J.J., Shelley T.J., Reyes J.A., Hsu P.C., Reynolds J.G.","Los Alamos National Laboratory (LANL), Los Alamos, NM, USA, Naval Surface Warfare Center, Indian Head Division (NSWC-IHD), Indian Head, MD, USA, Sandia National Laboratories, Albuquerque, NM, USA, Bureau of Alcohol, Tobacco and Firearms, Redstone Arsenal, AL, USA, Applied Research Assoc, Tyndall Air Force Base, FL, USA, Lawrence Livermore National Laboratory, Livermore, CA, USA",55493404600;55871121721;55246243300;50262707200;56022373000;14050882400;56021726100;57198608222;56023377600;56818516500;9274481400;57216597918;,THE INTEGRATED DATA COLLECTION ANALYSIS IDCA PROGRAM HAS CONDUCTED A PROFICIENCY TEST FOR SMALL SCALE SAFETY AND THERMAL SSST TESTING OF HOMEMADE EXPLOSIVES HMES DESCRIBED HERE ARE STATISTICAL ANALYSES OF THE RESULTS FROM THIS TEST FOR IMPACT FRICTION ELECTROSTATIC DISCHARGE AND DIFFERENTIAL SCANNING CALORIMETRY ANALYSIS OF THE RDX CLASS 5 TYPE II STANDARD THE MATERIAL WAS TESTED AS A WELL CHARACTERIZED STANDARD SEVERAL TIMES DURING THE PROFICIENCY TEST TO ASSESS DIFFERENCES AMONG PARTICIPANTS AND THE RANGE OF RESULTS THAT MAY ARISE FOR WELL BEHAVED EXPLOSIVE MATERIALS THE ANALYSES SHOW THERE ARE DETECTABLE DIFFERENCES AMONG THE RESULTS FROM IDCA PARTICIPANTS WHILE THESE DIFFERENCES ARE STATISTICALLY SIGNIFICANT MOST OF THEM CAN BE JUSTIFIED FOR COMPARISON PURPOSES TO ASSESS POTENTIAL VARIABILITY WHEN LABORATORIES ATTEMPT TO MEASURE IDENTICAL SAMPLES USING METHODS ASSUMED TO BE NOMINALLY THE SAME THE RESULTS PRESENTED IN THIS REPORT INCLUDE THE AVERAGE SENSITIVITY RESULTS FROM THE IDCA PARTICIPANTS AND THE RANGES OF VALUES OBTAINED THE RANGES REPRESENT VARIATION ABOUT THE MEAN VALUES OF THE TESTS OF BETWEEN 26 AND 42 THE MAGNITUDE OF THIS VARIATION IS ATTRIBUTED TO DIFFERENCES IN OPERATOR METHOD AND ENVIRONMENT AS WELL AS THE USE OF DIFFERENT INSTRUMENTS THAT ARE ALSO OF VARYING AGE THE RESULTS APPEAR TO BE A GOOD REPRESENTATION OF RESULTS GENERATED BY THE BROADER SAFETY TESTING COMMUNITY BASED ON THE RANGE OF METHODS INSTRUMENTS AND ENVIRONMENTS INCLUDED IN THE IDCA PROFICIENCY TEST 2015 WILEY VCH VERLAG GMBH AND CO KGAA WEINHEIM ,Proficiency test; RDX; Round-robin test; Small-scale safety testing; Statistical evaluation; Thermal screening,Differential scanning calorimetry; Electrostatic devices; Explosives; Instrument testing; Routers; Software testing; Statistical methods; Proficiency tests; RDX; Round Robin test; Small scale; Statistical evaluation; Safety testing,2-s2.0-84988266416,10.1002/prep.201400191,USA,PROFICIENCY TEST CYCLOTRIMETHYLENE TRINITRAMINE RDX ROUND ROBIN TEST SMALL SCALE SAFETY TESTING STATISTICAL EVALUATION THERMAL SCREENING
STRUCTURE AND PROPERTIES OF 1 4 BIS TRINITROMETHYL BENZENE,2020,"Propellants, Explosives, Pyrotechnics","Giles I.D., Imler G.H., Deschamps J.R.","Center for Biomolecular Science and Engineering, US Naval Research Laboratory, Washington, DC  20375, USA",57213244606;36657222300;7102569818;,THE STRUCTURE ACTIVATION ENERGY ONSET TEMPERATURE HEAT OF FORMATION AND CALCULATED DETONATION PROPERTIES OF 1 4 BIS TRINITROMETHLY BENZENE ARE REPORTED HERE THE CRYSTAL STRUCTURE OF THIS COMPOUND SHOWS THAT AS OTHER TRINITROMETHYL CONTAINING COMPOUNDS THE PLANES OF THE THREE INDEPENDENT C NO2 ARE APPROXIMATELY PERPENDICULAR TO ONE ANOTHER THE CRYSTAL DENSITY IS 1 805 G CM3 LIKE OTHER TRINITROMETHYL CONTAINING EXPLOSIVES THE ONSET TEMPERATURE IS RELATIVELY LOW 103 7 C THE INCORPORATION OF TWO TRINITROMETHLY GROUPS YIELDS A REASONABLE OXYGEN BALANCE 25 5 WHICH IS CLOSE TO THAT OF RDX 21 6 WHILE THE CALCULATED DETONATION VELOCITY OF HNX EXCEEDS THAT OF TNT IT IS ALMOST 6 LOWER THAN THAT OF RDX 2020 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Activation energy; Energetic materials; Oxygen balance,Activation energy; Benzene; Detonation; Crystal density; Detonation properties; Detonation velocity; Heat of formation; Onset temperature; Oxygen balance; Structure and properties; Crystal structure,2-s2.0-85084231030,10.1002/prep.201900394,USA,ACTIVATION ENERGY ENERGETIC MATERIAL OXYGEN BALANCE
STUDIES AND THEORETICAL OPTIMIZATION OF CL 20 RDX COCRYSTAL,2019,"Propellants, Explosives, Pyrotechnics","Viswanath J.V., Shanigaram B., Vijayadarshan P., Chowadary T.V., Gupta A., Bhanuprakash K., Niranjana S.R., Venkataraman A.","Materials Chemistry Laboratory, Department of Materials Science, Gulbarga University, Kalaburagi, Karnataka  585106, India, R&D centre, Premier Explosives Limited, Peddakandukur, Telangana  508286, India, Catalysis and Fine Chemicals Department, CSIR-Indian Institute of Chemical Technology, Hyderabad, 500007, India, Department of Chemistry, Gulbarga University, Kalaburagi, Karnataka  585106, India",57200384597;56080849300;57193923854;57211433733;57193921161;6603573352;6601979651;7006112787;,CL 20 AMONG OTHER NITRAMINES IS HIGHLY ENERGETIC ALONG WITH THE HIGH POSITIVE HEAT OF FORMATION AND IS A GREEN ENERGETIC MATERIAL EMPLOYED AS SOLID PROPELLANT 1 3 HOWEVER IT SUFFERS BASICALLY FROM MECHANICAL SENSITIVITY AND COST OF SYNTHESIS COCRYSTALLIZATION OF CL 20 WITH OTHER SUITABLE HEMS AND LEMS IS CONSIDERED AS THE BEST CRYSTAL ENGINEERING TECHNIQUE TO REDUCE ITS SENSITIVITY 2 4 6 AS IT MASKS CRYSTAL DEFECTS WHICH IN TURN ARE RESPONSIBLE FOR MECHANICAL SENSITIVITY THE PRESENT INVESTIGATION REPORTS ON THE SCALE UP PROCESS FOR THE SYNTHESIS OF ENERGY ENERGY COCRYSTALLIZATION EECC OF Ε CL 20 AND RDX AND FOCUS ON THE PROCESS TO OPTIMIZE THE STRUCTURE AND ENERGETICS OF THUS FORMED COCRYSTAL CRCC THROUGH DFT STUDY IN OUR STUDY CL 20 AND RDX ARE TAKEN IN 1 1 MOLAR RATIO AS SUGGESTED BY GUI YUN HANG 7 WE CLAIM SUCCESSFUL SCALE UP OF COCRYSTALLIZATION TO THE EARLIER REPORT 4 EMPLOYING A MORE USER FRIENDLY SOLVENT ACETONE IN THE PRESENT STUDY AND THE COCRYSTAL FORMED WAS THROUGH ULTRA CENTRIFUGATION DURING THE COURSE OF THE COCRYSTAL FORMATION A PHASE TRANSITION FROM Ε TO Α TOOK PLACE THE TRAUZL LEAD BLOCK TESTS ON CRCC SUPPORT THE BETTER PERFORMANCE OF THE SYNTHESISED EECC INTRODUCING SHOCK TUBE TEST AS THE PARAMETER TO CLAIM THE STRENGTH OF HEMS ENHANCES THE COMPARABILITY 8 THE PRESENT REPORT ENVISAGES AND COLLABORATES THE SYNTHESISED CRCC THROUGH THE THEORETICAL STUDY IN ARRIVING AT THE SPATIAL CONFORMATION LEADING TO OPTIMIZATION IN STRUCTURE AND ENERGY OF THE SYNTHESIZED EECC 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Cocrystallization; Gaussian; Low sensitive High Energy Material (LSHEM); Secondary bonding; Theoretical structure optimization,Acetone; Crystal defects; Design for testability; Energy management systems; Molar ratio; Shock tubes; Solid propellants; Cocrystallization; Gaussians; High energy materials; Secondary bonding; Theoretical structure; Structural optimization,2-s2.0-85073944272,10.1002/prep.201900126,India,COCRYSTALLIZATION GAUSSIAN LOW SENSITIVE HIGH ENERGY MATERIAL LSHEM SECONDARY BONDING THEORETICAL STRUCTURE OPTIMIZATION
STUDIES ON RDX PARTICLE SIZE IN LOVA GUN PROPELLANT FORMULATIONS,2001,"Propellants, Explosives, Pyrotechnics","Pillai A.G.S., Sanghavi R.R., Dayanandan C.R., Joshi M.M., Velapure S.P., Singh A.","High Energy Materials Research Laboratory, Sutarwadi, Pune-411 021, India",7007067884;6603275353;6505965404;7202602228;6506508827;57209902398;,THIS PAPER PRESENTS THE RESULTS OF SYSTEMATIC STUDIES CARRIED OUT ON THE ROLE OF FINE RDX IN DETERMINING THE BURNING RATE AND BALLISTICS OF LOVA GUN PROPELLANTS PROPELLANT FORMULATIONS CONTAINING FINE RDX PARTICLES WITH A SIZE OF 4 5 6 13 AND 32 ΜM AS ENERGETIC INGREDIENT CELLULOSE ACETATE AS INERT BINDER TRIACETIN AS INERT PLASTICIZER NITROCELLULOSE OF LOWER PERCENTAGE NITROGEN CONTENT AS ENERGETIC BINDER AND CARBAMITE AS STABILIZER WERE MADE THE EVALUATION OF THE PROPELLANT BATCHES HAS BEEN CARRIED OUT BY STATIC FIRING USING CLOSED VESSEL TECHNIQUE IT INDICATES THE LINEAR RELATION BETWEEN THE BURNING RATE OF THE PROPELLANT AND THE FINE RDX PARTICLE SIZE USED IN THIS FORMULATION THE RESULTS OF THE PRESENT STUDIES REVEALED THAT FINE RDX OF 4 5 TO 6 ΜM SIZE MAY BE THE MOST SUITABLE FOR LOVA GUN PROPELLANT TO MEET THE DESIRED BURNING RATE FOR SATISFACTORY BALLISTICS ,,Ballistics; Binders; Cellulose; Combustion; Explosives; Firing (of materials); Guns (armament); Particle size analysis; Plasticizers; Gun propellants; Propellants; Cellulose Acetate,2-s2.0-0035687004,10.1002/1521-4087(200112)26:5<226::AID-PREP226>3.0.CO;2-9,India,NA
STUDY OF SOME LOW TEMPERATURE GAS GENERATING COMPOSITIONS,2015,"Propellants, Explosives, Pyrotechnics","Mei X., Yang H., Li X., Li Y., Cheng Y.","School of Chemical Engineering, Nanjing University of Science and Technology, Xiaolingwei 200, Nanjing, 210094, China",55549692900;56070327600;55550477900;55863990300;56180034300;,SOME LOW TEMPERATURE GAS GENERATING COMPOSITIONS COMPRISED OF GUANIDINE NITRATE GN BASIC CUPRIC NITRATE BCN AND FERRIC OXIDE FE2O3 WERE STUDIED HEREIN THE THERMAL DECOMPOSITION PROPERTIES AND BURNING CHARACTERISTICS OF GN BCN FE2O3 MIXTURES WERE INVESTIGATED BY THERMOGRAVIMETRY DIFFERENTIAL SCANNING CALORIMETRY TG DSC BURNING TEMPERATURE MEASUREMENTS AUTOMATIC CALORIMETRY AND X RAY DIFFRACTION XRD THIS STUDY SHOWED THAT THE MAXIMUM BURNING TEMPERATURE OF GN BCN FE2O3 MIXTURE 613 C WAS 31 LOWER THAN THAT OF GN BCN MIXTURE AND THE CORRESPONDING HEAT OF COMBUSTION 2647 JG 1 DECREASED BY 15 WHEN THE GN BCN FE2O3 MIXTURES WERE BURNING FE2O3 DID NOT DIRECTLY REACT WITH GN BUT WITH CU OR CUO WHICH WAS PRODUCED BY REACTION BETWEEN GN AND BCN THE COMBUSTION PROCESS OF GN BCN FE2O3 GRAINS COULD BE DIVIDED INTO FOUR STAGES PRE HEATED CONDENSED COMBUSTION AND COOLING 2015 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Ferric oxide; Gas-generating agent; Low temperature,Calorimeters; Calorimetry; Combustion; Decomposition; Gas generators; Ionization of gases; Iron oxides; Mixtures; Nitrates; Temperature measurement; Thermogravimetric analysis; X ray diffraction; Burning characteristics; Burning temperature; Combustion pro-cess; Decomposition property; Ferric oxide; Gas generating agents; Low temperatures; Scanning calorimetry; Temperature,2-s2.0-84938808482,10.1002/prep.201400189,China,FERRIC OXIDE GAS GENERATING AGENT LOW TEMPERATURE
STUDY OF TATP IMPACT OF TATP SUBLIMATION ON THE CONTENT OF RESIDUAL ACID IN TATP CRYSTALS AND ON TATP S PROPERTIES,2020,"Propellants, Explosives, Pyrotechnics","Matyáš R., Chýlková J.","Institute of Energetic Materials, University of Pardubice, Faculty of Chemical Technology, Studentska 95, Pardubice, 532 10, Czech Republic, Institute of Environmental and Chemical Engineering, University of Pardubice, Faculty of Chemical Technology, Studentska 95, Pardubice, 532 10, Czech Republic",25628260600;6602580011;,THE IMPACT OF FOUR INORGANIC ACIDS HYDROCHLORIC SULFURIC NITRIC AND PERCHLORIC AND SIX ORGANIC ACIDS FORMIC ACETIC CITRIC TARTARIC OXALIC AND ASCORBIC ON THE ACID CONCENTRATION IN RAW TATP CRYSTALS AND THE BEHAVIOR OF TATP DURING HEATING HAVE BEEN STUDIED THE RESIDUAL ACID CONTENT IN SOLID TATP DEPENDS ON THE TYPE OF ACID AND ON ITS CONCENTRATION IN THE REACTION MIXTURE INCREASING THE CONCENTRATION OF ACID IN THE REACTION MIXTURE LEADS TO A HIGHER ACID CONTENT IN TATP CRYSTALS SUBLIMATION OF TATP DURING STORAGE ALSO HAS A SIGNIFICANT IMPACT ON THE ACID CONCENTRATION IN TATP CRYSTALS SUBLIMATION OF TATP GRADUALLY INCREASES THE CONTENT OF NON VOLATILE ACID IN TATP CRYSTALS SULFURIC AND SOLID ORGANIC ACIDS WHILE THE CONTENT OF VOLATILE ACIDS HYDROCHLORIC NITRIC DOES NOT SIGNIFICANTLY CHANGE DURING TATP SUBLIMATION THE INCREASING SULFURIC ACID CONTENT IN TATP CRYSTALS DURING SUBLIMATION DECREASES THERMAL STABILITY OF TATP AND THE START OF TATP DECOMPOSITION WAS OBSERVED EVEN AT 45 C THE CONCENTRATION OF VOLATILE HYDROCHLORIC AND NITRIC ACIDS DOES NOT CHANGE SIGNIFICANTLY IN TATP CRYSTALS DURING SUBLIMATION AND THEREFORE THE SUBLIMATION PROCESS DOES NOT HAVE AN IMPACT ON TATP S THERMAL STABILITY IN THESE CASES 2020 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,"3,3,6,6,9,9-Hexamethyl-1,2,4,5,7,8-hexoxonane; acid; acidity; DTA; harzard; sublimation; TATP; thermal stability; Triacetone triperoxide","Acidity; Acids; Crystals; Differential thermal analysis; Mixtures; Oxalic acid; Sublimation; Thermodynamic stability; 3 ,3 ,6 ,6 ,9 ,9-hexamethyl-1 ,2 ,4 ,5 ,7 ,8-hexoxonane; Acid concentrations; harzard; Non-volatile acids; Reaction mixture; Sublimation process; TATP; Triacetone triperoxide; Ascorbic acid",2-s2.0-85081628097,10.1002/prep.201900375,Czech Republic,TRIACETONE TRIPEROXIDE TATP ACID ACIDITY DTA HARZARD SUBLIMATION TRIACETONE TRIPEROXIDE TATP THERMAL STABILITY TRIACETONE TRIPEROXIDE TATP 
STUDY OF THE ELABORATION OF HMX AND HMX COMPOSITES BY THE SPRAY FLASH EVAPORATION PROCESS,2017,"Propellants, Explosives, Pyrotechnics","Pichot V., Seve A., Berthe J.-E., Schnell F., Spitzer D.","NS3E ÏNanomat»riaux pour les SystÀmes Sous Sollicitations ExtrÕmesÓ UMR 3208 ISL/CNRS/UNISTRA), French German research insitute of Saint-Louis (ISL), 5 rue du g»n»ral Cassagnou, Saint-Louis, 68301, France",57196650813;57195587544;57191333820;35340074700;56213346200;,THE SPRAY FLASH EVAPORATION SFE PROCESS INVENTED AND DEVELOPED AT THE NS3E LABORATORY ALLOWS OBTAINING DIFFERENT NANOSIZED EXPLOSIVES TNT RDX CL 20 THIS PROCESS IS BASED ON THE VERY FAST EVAPORATION OF THE SOLVENT DUE TO THE DRASTIC MODIFICATION OF PRESSURE AND TEMPERATURE LEADING TO THE CRYSTALLIZATION OF THE MOLECULES PRESENT IN SOLUTION INTO NANOMETRIC OR SUBMICROMETRIC PARTICLES HERE WE SHOW THE POSSIBILITY TO PREPARE PURE HMX OCTAHYDRO 1 3 5 7 TETRANITRO 1 3 5 7 TETRAZOCINE OR HMX BASED COMPOSITES AT THE NANOSCALE USING THIS PROCESS THIS STUDY MAINLY FOCUSES ON THE SIZE MORPHOLOGY AND CRYSTALLOGRAPHIC PHASES OBTAINED FOR HMX AND HMX TNT COMPOSITES DEPENDING ON THE EXPERIMENTAL CONDITIONS TEMPERATURE PRESSURE SOLUTION CONCENTRATION USED DURING THE ELABORATION FOR THIS PURPOSE THE RESULTS OBTAINED FROM SCANNING ELECTRON MICROSCOPY X RAY DIFFRACTION AND RAMAN SPECTROSCOPY ARE DISCUSSED 2017 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,composites; HMX; nanosized; Spray Flash Evaporation; TNT,Composite materials; Evaporation; HMX; Scanning electron microscopy; X ray diffraction; Crystallographic phasis; Experimental conditions; Flash evaporation; Nanometrics; Nanosized; Pressure and temperature; Solution concentration; Submicrometric particle; Explosives,2-s2.0-85033221642,10.1002/prep.201700171,France,COMPOSITES CYCLOTETRAMETHYLENE TETRANITRAMINE HMX NANOSIZED SPRAY FLASH EVAPORATION 2 4 6 TRINITROTOLUENE TNT 
STUDY ON A METHOD TO DETERMINE THE TRANSVERSE IMPACT STRENGTH OF PROPELLANTS BASED ON IMPACT ABSORBING ENERGY,2021,"Propellants, Explosives, Pyrotechnics","Liu J.-H., He C.-H., Zhang R.-H., Zhao H.-L., Wang Q.-L.","High energy gun propellant department, Xi'an Modern Chemistry Research Institute, Zhangbadong Road, Yanta District, Xi'an, 710065, China",57202270199;57194543785;57194161525;56289839000;55608649800;,IN THIS PAPER A MEASUREMENT METHOD OF THE TRANSVERSE IMPACT STRENGTH OF PROPELLANT BASED ON THE INITIAL FRACTURE IMPACT ABSORBING ENERGY IN THE DROP WEIGHT IMPACT TEST IS PROPOSED ACCORDING TO THE RELATIONSHIP BETWEEN LOAD AND TIME DISPLACEMENT WAS DEDUCED THE CORRECTNESS AND RELIABILITY OF THE DISPLACEMENT WERE CONFIRMED BY COMPARING IT WITH THE DISPLACEMENT BY THE DIGITAL IMAGE CORRELATION METHOD DIC COMBINED WITH A HIGH SPEED CAMERA THE IMPACT PROCESS IMAGE WAS COLLECTED AND THE INITIAL FRACTURE POINT WAS DETERMINED BY THE LOAD DISPLACEMENT CURVE THEN THE IMPACT ABSORBING ENERGY CORRESPONDING TO THE INITIAL FRACTURE POINT WAS OBTAINED BY INTEGRATING THE DISPLACEMENT WITH A LOAD THE TRANSVERSE IMPACT STRENGTH OF THE PROPELLANT CAN BE ACQUIRED BASED ON THE INITIAL CROSS SECTIONAL AREA OF THE SAMPLE BY COMPARISON IT IS FOUND THAT THE COEFFICIENT OF VARIATION AND DISPERSION DEGREE OF THE MEASUREMENT RESULTS BY THE PROPOSED METHOD AT LOW AND ROOM TEMPERATURE ARE SIGNIFICANTLY LESS THAN THOSE BY THE TRADITIONAL PENDULUM TEST THAT IS THE CONSISTENCY AND REPEATABILITY OF THE PROPOSED METHOD ARE BETTER THE RESULT PROVES THE FEASIBILITY AND RELIABILITY OF THE METHOD BASED ON THE INITIAL FRACTURE IMPACT ABSORBING ENERGY TO MEASURE THE TRANSVERSE IMPACT STRENGTH OF PROPELLANTS 2021 WILEY VCH GMBH,Coefficient of variation; Digital image correlation; Dispersion degree; Impact absorbing energy; Propellant,Fracture; High speed cameras; Propellants; Coefficient of variation; Cross sectional area; Digital image correlation methods; Dispersion degree; Drop weight impact; Load-displacement curve; Measurement methods; Transverse impact; Impact strength,2-s2.0-85108915580,10.1002/prep.202100084,China,COEFFICIENT OF VARIATION DIGITAL IMAGE CORRELATION DISPERSION DEGREE IMPACT ABSORBING ENERGY PROPELLANT
STUDY ON BURNING AND THERMAL DECOMPOSITION PROPERTIES OF HTPB PROPELLANT CONTAINING SYNTHESIZED MICRO NANO FERRIC PERFLUOROOCTANOATE,2019,"Propellants, Explosives, Pyrotechnics","Zhen F., Zhou X.-Y., Wang L.-Q., Yang R.-J., Huang F.-L.","State Key Laboratory of Explosion Science and Technology, Beijing Institute of Technology, Zhongguancun South Street No 5, Beijing, 100081, China",57205406221;57193789903;39862379400;57196636206;7401516511;,A NOVEL MICRO NANO FERRIC PERFLUOROOCTANOATE FE PFO 3 WAS PREPARED AND ADDED IN AP AL HTPB COMPOSITE SOLID PROPELLANT AS A CATALYST TO STUDY ITS EFFECTS ON BURNING AND THERMAL DECOMPOSITION PROPERTIES OF THE PROPELLANT TO FURTHER DISCUSS THE POSSIBLE THERMAL MECHANISM OF THE PROPELLANT CONTAINING FE PFO 3 THE MAJOR EFFECTS OF FE PFO 3 CATALYST ON AL WERE INVESTIGATED BY DIFFERENTIAL SCANNING CALORIMETRY DSC THERMOGRAVIMETRIC ANALYSIS TG AND X RAY DIFFRACTION XRD RESULTS SHOW THAT BY ADDING 3 W T FE PFO 3 THE BURNING RATE COULD INCREASE BY 27 8 AT 3 MPA MEANWHILE THE PRESSURE EXPONENT DECREASED THE AGGREGATION AGGLOMERATION PROCESS OF THE PROPELLANT CONTAINING FE PFO 3 EFFICIENTLY SUPPRESSED AND THE PARTICLE SIZE OF CONDENSED COMBUSTION PRODUCTS DECREASED CLEARLY IN ADDITION FE PFO 3 COULD REDUCE THE THERMAL DECOMPOSITION TEMPERATURE OF THE PROPELLANT AND ENHANCE THE HEAT RELEASE THERMITE REACTION BETWEEN DECOMPOSITION PRODUCTS OF FE PFO 3 AND AL WAS TRIGGERED AT 635 C RESULTING IN HEAT RELEASE AND FORMATION OF Α AL 2 O 3 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Aggregation; Burning properties; Composite solid propellant; Ferric perfluorooctanoate; Thermal decomposition,Agglomeration; Alumina; Aluminum; Aluminum oxide; Catalysts; Decomposition; Differential scanning calorimetry; HTPB propellants; Iron compounds; Particle size; Pyrolysis; Thermogravimetric analysis; Thermolysis; Ap/AL/HTPB composites; Burning properties; Composite solid propellant; Condensed combustion products; Decomposition products; Decomposition property; Perfluorooctanoate; Thermal decomposition temperature; Composite propellants,2-s2.0-85059896420,10.1002/prep.201800309,China,AGGREGATION BURNING PROPERTIES COMPOSITE PROPELLANT FERRIC PERFLUOROOCTANOATE THERMAL DECOMPOSITION
STUDY ON COMPARATIVE PERFORMANCE OF CL 20 RDX BASED CMDB PROPELLANTS,2019,"Propellants, Explosives, Pyrotechnics","Wang J., Yang L., Zheng W., Zhang J.","Corresponding Author: Jiangning Wang, Xi'an Modern Chemistry Research Institute, Xi'an, Shanxi  710065, China",51061824800;57191506331;35281254400;57105846400;,THE ENERGY COMBUSTION AND COMBUSTION RESIDUES PROPERTIES OF COMPOSITE MODIFIED DOUBLE BASE CMDB PROPELLANTS WITH CL 20 WERE COMPARED TO THOSE PROPELLANTS WITH RDX THE ENERGY CHARACTERISTIC OF CL 20 RDX CMDB PROPELLANTS HAD ALSO BEEN CALCULATED THEORETICALLY BASED ON THE PRINCIPLE OF MINIMUM FREE ENERGY THE ENERGY PROPERTY OF PROPELLANTS WITH CL 20 WAS FOUND TO BE EVIDENTLY ENHANCED IN COMPARISON TO THOSE PROPELLANTS CONTAINING RDX THE FINDINGS ON COMBUSTION PROPERTIES REVEALED THAT THE COMBUSTION PROPERTIES OF CL 20 CMDB PROPELLANTS WERE CONTRARY TO THE OF RDX CMDB PROPELLANTS WITH THE MASS FRACTION OF CL 20 INCREASING IN THE PROPELLANTS THE BURNING RATES OF PROPELLANTS CAN BE ENHANCED SIGNIFICANTLY BUT THE BURNING RATES OF PROPELLANTS CONTAINING RDX DECREASED ANALYSIS OF THE COMBUSTION RESIDUES FOR CL 20 RDX CMDB PROPELLANTS REVEALED THAT THE C CU AND PB ELEMENTS AGGREGATED ON COMBUSTION SURFACE WHICH MAY BE USEFUL FOR GUIDING THE REGULATION OF COMBUSTION PERFORMANCE OF HIGH PERFORMANCE CMDB PROPELLANTS CONTAINING CL 20 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,CL-20/RDX-CMDB propellant; combustion properties; energy,Aggregates; Combustion; Free energy; Solid propellants; Combustion performance; Combustion property; Combustion residues; Comparative performance; energy; Energy characteristics; Minimum free energies; Properties of composites; Composite propellants,2-s2.0-85071917159,10.1002/prep.201900029,China,HEXANITROHEXAAZAISOWURTZITANE CL 20 COMBUSTION PROPERTIES ENERGY
